Event.Date,Location,Country,Airport.Code,Total.Fatal.Injuries
11/22/1991,"VANCOUVER, WA",United States,59S,0
,,,,
,,,,
11/22/1991,"SOUTH ST PAUL, MN",United States,STP,0
,,,,
,,,,
,,,,
11/21/1991,"GILA BEND, AZ",United States,E63,0
,,,,
,,,,
11/20/1991,"FORTH WORTH, TX",United States,AFW,0
11/20/1991,"FORTH WORTH, TX",United States,AFW,0
11/20/1991,"JASPER, TX",United States,JAS,1
11/20/1991,"BOULDER, CO",United States,IV5,0
,,,,
11/20/1991,"ATLANTA, GA",United States,ATL,0
11/19/1991,"OCEAN SHORES, WA",United States,W04,0
,,,,
,,,,
11/17/1991,"PALMER, MA",United States,PMX,0
,,,,
,,,,
,,,,
11/17/1991,"GREELEY, CO",United States,GXY,0
,,,,
11/16/1991,"POESTENSKILL, NY",United States,5B7,0
,,,,
11/16/1991,"HOWELL, MI",United States,3HE,0
,,,,
11/16/1991,"DESTIN, FL",United States,81J,1
11/15/1991,"ERWINNA, PA",United States,9N1,0
,,,,
,,,,
,,,,
11/15/1991,"PORTSMOUTH, VA",United States,PVG,0
11/15/1991,"PORTSMOUTH, VA",United States,PVG,0
11/14/1991,"AUBURN, WA",United States,S50,0
11/14/1991,"BELT, MT",United States,NONE,0
,,,,
11/14/1991,"ST. PETERSBURG, FL",United States,SPG,1
11/14/1991,"MARICOPA, AZ",United States,3AZ2,0
,,,,
11/14/1991,"SHENANDOAH, IA",United States,SDA,0
11/14/1991,"VALLEY CENTER, KS",United States,ICT,1
,,,,
,,,,
,,,,
11/13/1991,"TREZEVANT, TN",United States,NONE,0
,,,,
,,,,
11/11/1991,"LAKE HAVASU, AZ",United States,HII,0
11/11/1991,"CHARLES CITY, IA",United States,CCY,0
11/11/1991,"MOOSE PASS, AK",United States,NONE,0
11/10/1991,"HILO, HI",United States,ITO,0
,,,,
11/10/1991,"FARIBAULT, MN",United States,FBL,0
,,,,
,,,,
,,,,
11/9/1991,"MEMPHIS, TN",United States,MEM,0
11/8/1991,"SALT LAKE CITY, UT",United States,SLC,1
11/8/1991,"SYRACUSE, NY",United States,SYR,0
,,,,
,,,,
11/8/1991,"COOLIDGE, AZ",United States,8.00E+04,0
,,,,
,,,,
11/8/1991,"STEBBINS, AK",United States,WBB,0
11/8/1991,"ANCHORAGE, AK",United States,AK12,0
11/7/1991,"SANTA TERESA, NM",United States,5T6,0
11/7/1991,"ENGELHARD, NC",United States,7W6,1
,,,,
,,,,
11/6/1991,"FORTUNA, CA",United States,FOT,0
,,,,
11/6/1991,"BASYE, VA",United States,W92,0
11/5/1991,"COLEMAN, FL",United States,2X6,0
11/5/1991,"CAMARILLO, CA",United States,CMA,0
,,,,
11/3/1991,"CALDWELL, NJ",United States,CDW,0
,,,,
,,,,
11/3/1991,"SACRAMENTO, CA",United States,SAC,0
11/3/1991,"HAYWARD, CA",United States,HWD,0
,,,,
,,,,
11/2/1991,"SAN LUIS OBISPO, CA",United States,SBP,0
,,,,
11/2/1991,"SPRINGER, NM",United States,Q42,0
,,,,
11/2/1991,"BELUGA, AK",United States,NONE,0
,,,,
,,,,
11/1/1991,"REEDLEY, CA",United States,32,0
11/1/1991,"VAN NUYS, CA",United States,VNY,0
11/1/1991,"BULLHEAD CITY, AZ",United States,P06,3
11/1/1991,"BEMIDJI, MN",United States,BJI,0
10/31/1991,"BEEKMANTOWN, NY",United States,4NYO,0
10/31/1991,"KOSRAE, GU",United States,NONE,1
10/31/1991,"WEST MEMPHIS, AR",United States,AWM,0
,,,,
10/31/1991,"ZION, IL",United States,UGN,0
,,,,
10/31/1991,"EKUK, AK",United States,KKU,0
10/30/1991,"MILLVILLE, NJ",United States,MIV,0
10/30/1991,"FORT LAUDERDALE, FL",United States,FLL,0
,,,,
10/30/1991,"COLORADO SPRING, CO",United States,COS,0
,,,,
,,,,
,,,,
,,,,
10/28/1991,"MIAMI, FL",United States,TMB,0
,,,,
,,,,
10/28/1991,"BELLAIRE, MI",United States,ACB,0
10/28/1991,"BREWTON, AL",United States,12J,0
,,,,
10/27/1991,"GROTON, CT",United States,GON,0
,,,,
10/27/1991,"CHIRIACO SUMMIT, CA",United States,L77,0
,,,,
10/27/1991,"COTULLA, TX",United States,COT,0
,,,,
10/27/1991,"BURNSVILLE, NC",United States,NONE,0
,,,,
,,,,
,,,,
10/26/1991,"LONG BEACH, CA",United States,LGB,2
10/26/1991,"WHEELING, WV",United States,HLG,0
10/26/1991,"WAYNESBORO, VA",United States,W13,0
,,,,
10/26/1991,"CHEVAK, AK",United States,VAK,0
,,,,
,,,,
,,,,
,,,,
10/24/1991,"DAYTONA BEACH, FL",United States,DAB,0
10/24/1991,"DAYTONA BEACH, FL",United States,DAB,0
,,,,
10/24/1991,"THOMASVILLE, GA",United States,NONE,0
10/23/1991,"BOSTON, MA",United States,BOS,0
,,,,
,,,,
10/22/1991,"FAIRFIELD, NJ",United States,CDW,0
,,,,
,,,,
,,,,
10/20/1991,"MONTICELLO, UT",United States,U43,0
,,,,
10/20/1991,"ALBANY, NY",United States,ALB,0
10/20/1991,"COMPTON, CA",United States,CPM,0
10/20/1991,"FREMONT, CA",United States,8Q7,0
10/20/1991,"CHANDLER, AZ",United States,P10,0
10/20/1991,"ARCOLA, TX",United States,AXH,0
10/20/1991,"DENISON, TX",United States,TX12,0
10/20/1991,"LAKE GENEVA, WI",United States,C02,0
,,,,
10/20/1991,"MORRISTOWN, TN",United States,NONE,0
10/19/1991,"EDGARTOWN, MA",United States,MVY,0
10/19/1991,"MONTGOMERY, NY",United States,MGJ,0
,,,,
,,,,
,,,,
10/19/1991,"LONDON, KY",United States,LOZ,0
10/19/1991,"FRANKLINVILLE, NC",United States,NONE,0
10/19/1991,"WALTERBORO, SC",United States,RBW,0
10/19/1991,"ALLAKAKET, AK",United States,AET,0
,,,,
10/18/1991,"SANFORD, ME",United States,SFM,0
10/18/1991,"BLAIRSTOWN, NJ",United States,1N7,0
,,,,
10/18/1991,"WARSAW, IN",United States,ASW,0
10/18/1991,"LAFAYETTE, IN",United States,3AR,2
10/18/1991,"EAGLE RIVER, WI",United States,EGV,0
10/18/1991,"SALUDA, VA",United States,W75,0
10/18/1991,"SCAMMON BAY, AK",United States,SCM,0
,,,,
10/17/1991,"HOUSTON, TX",United States,IAH,0
10/17/1991,"LORDSBURG, NM",United States,LSB,0
,,,,
,,,,
10/17/1991,"SELMA, AL",United States,SEM,0
,,,,
,,,,
,,,,
,,,,
10/16/1991,"NEWARK, NJ",United States,EWR,0
10/16/1991,"NEWARK, NJ",United States,EWR,0
10/16/1991,"DETROIT, MI",United States,DET,0
,,,,
10/15/1991,"RENO, NV",United States,4SD,0
,,,,
,,,,
,,,,
10/14/1991,"TOWNSHEND, VT",United States,VT43,0
,,,,
,,,,
10/14/1991,"BIG SPRING, TX",United States,21XS,0
,,,,
10/14/1991,"SIOUX CENTER, IA",United States,SOY,0
,,,,
10/14/1991,"MT. VERNON, AL",United States,NONE,0
10/14/1991,"BAY MINETTE, AL",United States,1R8,0
10/13/1991,"DUCHESNE, UT",United States,U69,0
10/13/1991,"COLVILLE, WA",United States,63S,0
,,,,
10/13/1991,"BOXBORO, MA",United States,6B6,0
10/13/1991,"HARTFORD, VT",United States,NONE,0
,,,,
,,,,
10/13/1991,"SEBRING, FL",United States,SEF,0
,,,,
10/13/1991,"PINSON, AL",United States,NONE,0
,,,,
,,,,
10/12/1991,"BRIDGEPORT, CT",United States,BDR,1
10/12/1991,"SUSANVILLE, CA",United States,1Q2,0
,,,,
10/11/1991,"RAWLINS, WY",United States,RWL,0
,,,,
,,,,
,,,,
,,,,
10/11/1991,"GRASS VALLEY, CA",United States,17,0
,,,,
10/11/1991,"FRANKLIN, NC",United States,1A5,0
,,,,
10/10/1991,"TOLEDO, OH",United States,TDZ,0
10/10/1991,"PANAMA CITY, FL",United States,PFN,0
10/10/1991,"DFW INT'L ARPT, TX",United States,DFW,0
,,,,
10/10/1991,"BATTLE CREEK, MI",United States,BTL,0
10/10/1991,"CASSVILLE, MO",United States,94K,0
10/10/1991,"CHUGIAK, AK",United States,Z15,0
10/9/1991,"LINCOLN, ME",United States,NONE,0
10/9/1991,"VAN NUYS, CA",United States,VNY,0
,,,,
10/9/1991,"ELKHART, IN",United States,EKM,0
,,,,
10/8/1991,"TROUT LAKE, WA",United States,66WA,0
10/8/1991,"SNOHOMISH, WA",United States,543,0
10/8/1991,"KEY WEST, FL",United States,EYW,2
,,,,
,,,,
,,,,
,,,,
10/6/1991,"AUGUSTA, ME",United States,AUG,0
,,,,
10/6/1991,"HOLLYWOOD, FL",United States,HWO,0
10/6/1991,"EDINBURG, TX",United States,NONE,0
10/6/1991,"GADSDEN, AL",United States,GAD,0
,,,,
,,,,
10/5/1991,"RIVERSIDE, CA",United States,RAL,0
10/5/1991,"FLAGSTAFF, AZ",United States,FLG,0
10/5/1991,"BOULDER CITY, NV",United States,NONE,2
10/5/1991,"LEANDER, TX",United States,77T,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
10/4/1991,"DFW AIRPORT, TX",United States,DFW,0
10/4/1991,"HENRYETTA, OK",United States,F10,0
,,,,
,,,,
10/3/1991,"HONOLULU, HI",United States,0,0
10/3/1991,"SANTA ROSA, CA",United States,0O1,0
10/3/1991,"PALO ALTO, CA",United States,PAO,0
10/3/1991,"ERIE, CO",United States,48V,0
10/3/1991,"CARTERSVILLE, GA",United States,6A0,0
,,,,
,,,,
,,,,
10/2/1991,"TAYLOR, MO",United States,K04,0
,,,,
,,,,
,,,,
,,,,
10/1/1991,"DUNSMUIR, CA",United States,106,0
9/30/1991,"GRANITE FALLS, WA",United States,WA25,0
9/30/1991,"LAUREL, MD",United States,W18,0
9/30/1991,"ROSSVILLE, TN",United States,54M,1
,,,,
,,,,
9/29/1991,"SISTERS, OR",United States,6K5,3
9/29/1991,"MANCHESTER, NH",United States,MHT,0
9/29/1991,"HADLEY, MA",United States,NONE,0
,,,,
9/29/1991,"CHESTER, CT",United States,3B9,0
,,,,
,,,,
9/29/1991,"GREENVILLE, IL",United States,GRE,0
9/29/1991,"GRAYSON, KY",United States,HTS,0
,,,,
,,,,
9/28/1991,"CHEYENNE, WY",United States,CYS,0
9/28/1991,"ATLANTIC CITY, NJ",United States,ACY,0
9/28/1991,"EAST BOSTON, MA",United States,BOS,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
9/27/1991,"RIO VISTA, CA",United States,88,0
,,,,
9/27/1991,"LAKE CHARLES, LA",United States,LCH,0
9/27/1991,"RATON, NM",United States,RTN,0
9/27/1991,"PAGOSA SPRINGS, CO",United States,2V1,1
,,,,
9/27/1991,"CHESWOLD, DE",United States,33N,0
,,,,
,,,,
9/26/1991,"FREMONT, CA",United States,4CA7,0
,,,,
,,,,
,,,,
,,,,
9/26/1991,"LAGRANGE, GA",United States,LGC,0
9/26/1991,"LAGRANGE, GA",United States,LGC,0
,,,,
,,,,
9/25/1991,"DUMAS, AR",United States,0M0,0
9/25/1991,"NEWARK, IL",United States,0C8,0
9/25/1991,"PIERRE, SD",United States,PIR,1
,,,,
9/24/1991,"COLUMBUS, NE",United States,OLU,0
,,,,
,,,,
,,,,
9/23/1991,"WILLIAMS, AZ",United States,P32,0
9/23/1991,"CHICAGO, IL",United States,ORD,0
,,,,
,,,,
9/22/1991,"LEWISTON, ID",United States,LWS,0
9/22/1991,"E. STROUDSBURY, PA",United States,ESP,0
,,,,
9/22/1991,"COTTONWOOD, AZ",United States,P52,0
9/22/1991,"MAMMOTH LAKES, CA",United States,MM4,0
9/22/1991,"FRIENDSWOOD, TX",United States,7X50,0
9/22/1991,"SANTA FE, NM",United States,SAF,0
9/21/1991,"HACKETTSTOWN, NJ",United States,N05,0
,,,,
,,,,
9/21/1991,"WEST CHICAGO, IL",United States,DPA,2
,,,,
,,,,
,,,,
9/21/1991,"JAMUL, CA",United States,NONE,0
9/21/1991,"BUCKEYE, AZ",United States,BXK,0
9/21/1991,"PLACERVILLE, CA",United States,61Q,1
,,,,
,,,,
9/21/1991,"GREENVILLE, SC",United States,GMU,0
,,,,
,,,,
,,,,
,,,,
9/20/1991,"SANTA ANA, CA",United States,SNA,0
,,,,
,,,,
9/20/1991,"BOSCOBEL, WI",United States,47C,0
9/20/1991,"NEW HUDSON, MI",United States,Y47,0
9/20/1991,"SUGAR GROVE, IL",United States,ARR,0
9/20/1991,"DETROIT, MI",United States,DTW,0
,,,,
,,,,
,,,,
,,,,
9/19/1991,"PAGO PAGO, American Samoa",American Samoa,PPG,0
9/19/1991,"MARION, IN",United States,MZZ,0
,,,,
,,,,
9/18/1991,"KENNEWICK, WA",United States,S98,0
,,,,
,,,,
,,,,
,,,,
9/18/1991,"CANTWELL, AK",United States,Z68,0
,,,,
9/17/1991,"PHOENIX, AZ",United States,DVT,0
,,,,
9/17/1991,"ATCHISON, KS",United States,K59,0
,,,,
9/16/1991,"HILLSBORO, OR",United States,HIO,0
,,,,
,,,,
,,,,
,,,,
9/16/1991,"TELIDA, AK",United States,AK52,0
,,,,
9/15/1991,"CURTIS, WA",United States,0WA2,1
,,,,
,,,,
,,,,
,,,,
9/14/1991,"ST GEORGE, UT",United States,SGU,0
9/14/1991,"KENT, WA",United States,S36,0
9/14/1991,"YAZOO CITY, MS",United States,NONE,0
,,,,
,,,,
9/14/1991,"LAKEWOOD, CA",United States,LGB,3
,,,,
9/14/1991,"MUSKEGON, MI",United States,MKG,0
9/14/1991,"LAKE ELMO, MN",United States,21D,0
9/14/1991,"LIBERAL, KS",United States,LBL,0
9/14/1991,"BURNT CHIMNEY, VA",United States,70VA,0
,,,,
,,,,
,,,,
9/14/1991,"WILSONVILLE, AL",United States,NONE,0
9/13/1991,"ROBBINSVILLE, NJ",United States,N87,0
9/13/1991,"PRESCOTT, AZ",United States,PRC,0
9/13/1991,"SUMMERTON, SC",United States,NONE,0
,,,,
,,,,
9/12/1991,"JOHNSTOWN, PA",United States,JST,0
9/12/1991,"NORWOOD, MA",United States,OWD,0
9/12/1991,"AKRON, OH",United States,AKR,1
9/12/1991,"STILLWATER, OK",United States,SWO,0
,,,,
9/11/1991,"GATES, OR",United States,6S4,0
9/11/1991,"RENO, NV",United States,4SD,0
,,,,
,,,,
,,,,
9/11/1991,"COLLINSVILLE, OK",United States,NONE,1
,,,,
9/11/1991,"RUIDOSO, NM",United States,SRR,2
,,,,
,,,,
,,,,
9/11/1991,"JACKSON, TN",United States,MKL,0
9/11/1991,"SKWENTNA, AK",United States,NONE,0
,,,,
9/10/1991,"EASTON, PA",United States,N43,0
,,,,
,,,,
9/10/1991,"GIDEON, MO",United States,NONE,0
9/9/1991,"BELGRADE, NE",United States,NONE,0
9/8/1991,"GRANTS PASS, OR",United States,NONE,0
9/8/1991,"DAYTON, OH",United States,DAY,0
9/8/1991,"RANGELEY, ME",United States,88B,0
9/8/1991,"BROOMFIELD, CO",United States,BJC,0
,,,,
9/8/1991,"CROOM, MD",United States,W28,0
9/8/1991,"PICKENS, SC",United States,LQK,0
9/7/1991,"ARLINGTON, WA",United States,S88,0
9/7/1991,"METALINE FALLS, WA",United States,09S,0
9/7/1991,"TRANQUILITY, NJ",United States,13N,1
9/7/1991,"MARION, OH",United States,M22,0
,,,,
,,,,
,,,,
9/7/1991,"BULLHEAD CITY, AZ",United States,PO6,0
,,,,
,,,,
9/7/1991,"KANSAS CITY, MO",United States,MKC,0
,,,,
,,,,
9/6/1991,"YAMHILL, OR",United States,OR05,2
9/6/1991,"KEENE, NH",United States,EEN,0
,,,,
,,,,
,,,,
9/5/1991,"SOMERVILLE, NJ",United States,NONE,0
,,,,
,,,,
,,,,
,,,,
,,,,
9/3/1991,"ASHEVILLE, NC",United States,NC33,0
,,,,
,,,,
9/2/1991,"CORVALLIS, OR",United States,CVO,0
,,,,
9/2/1991,"HAYWARD, CA",United States,HWD,0
,,,,
,,,,
9/2/1991,"CONCHAS DAM, NM",United States,E61,0
9/2/1991,"STEAMBOAT SPRIN, CO",United States,SBS,0
,,,,
9/2/1991,"PULASKI, WI",United States,92C,0
,,,,
9/2/1991,"ALGONQUIN, IL",United States,UNK,0
9/2/1991,"YATESVILLE, GA",United States,NONE,0
,,,,
,,,,
9/1/1991,"CHEHALIS, WA",United States,CLS,0
9/1/1991,"CHELAN, WA",United States,S10,0
9/1/1991,"LOCKPORT, NY",United States,62NY,0
9/1/1991,"GALLOWAY, OH",United States,GIG,0
9/1/1991,"BRAWLEY, CA",United States,BWC,0
9/1/1991,"PALO ALTO, CA",United States,PAO,0
9/1/1991,"CREVE COEUR, MO",United States,1H0,0
9/1/1991,"DECATUR, IL",United States,DEC,0
9/1/1991,"CALHOUN, GA",United States,NONE,0
8/31/1991,"BUTTE, MT",United States,BTM,0
,,,,
8/31/1991,"MOJAVE, CA",United States,77L,0
,,,,
8/31/1991,"ENGLEWOOD, CO",United States,APA,0
8/31/1991,"FRANKFORT, IL",United States,C18,0
8/31/1991,"BURLINGTON, WI",United States,C52,0
8/31/1991,"LINCOLN, IL",United States,3LC,0
,,,,
,,,,
8/31/1991,"TULLAHOMA, TN",United States,THA,0
8/31/1991,"MORGANTON, NC",United States,MRN,0
8/31/1991,"STOCKBRIDGE, GA",United States,4A0,0
,,,,
8/30/1991,"NANTUCKET, MA",United States,ACK,0
,,,,
,,,,
8/30/1991,"NEWARK, IL",United States,0C8,0
8/30/1991,"METROPOLIS, IL",United States,M30,1
8/30/1991,"CUBE COVE, AK",United States,CUW,0
,,,,
8/29/1991,"LOS ANGELES, CA",United States,LAX,0
,,,,
8/29/1991,"TYLER, TX",United States,TYR,0
,,,,
,,,,
8/29/1991,"CORDOVA, AK",United States,CDV,0
8/28/1991,"JOSEPH, OR",United States,4S3,0
,,,,
,,,,
,,,,
,,,,
,,,,
8/28/1991,"MIAMI, FL",United States,MIA,0
,,,,
8/28/1991,"SMYER, TX",United States,NONE,0
8/28/1991,"HART, MI",United States,CO4,0
,,,,
8/27/1991,"URBANA, OH",United States,I74,0
,,,,
,,,,
,,,,
8/26/1991,"HEBER CITY, UT",United States,36U,0
8/26/1991,"JACKSONVILLE, FL",United States,23J,0
8/26/1991,"FISHER, AR",United States,NONE,0
,,,,
,,,,
,,,,
8/25/1991,"VENICE, FL",United States,VNC,0
,,,,
,,,,
8/25/1991,"ASPEN, CO",United States,ASE,0
8/25/1991,"SAGINAW, MI",United States,3SG,0
,,,,
,,,,
8/24/1991,"HAMPTON, NH",United States,7B3,0
8/24/1991,"APPLE CREEK, OH",United States,OH22,0
8/24/1991,"MEADVILLE, PA",United States,2G6,0
,,,,
8/24/1991,"MONTAGUE, CA",United States,SIY,0
8/24/1991,"COLUMBIA, CA",United States,22,0
8/24/1991,"WALLACE, CA",United States,NONE,0
,,,,
8/24/1991,"TOMBALL, TX",United States,2XS3,0
8/24/1991,"ARLINGTON, TX",United States,F54,0
8/24/1991,"WATERTOWN, SD",United States,NONE,0
8/24/1991,"WATERTOWN, SD",United States,NONE,0
,,,,
,,,,
8/24/1991,"WHITE MOUNTAIN, AK",United States,WMO,0
,,,,
8/23/1991,"MARLBORO, NJ",United States,2N8,1
,,,,
,,,,
8/23/1991,"VAN NUYS, CA",United States,VNY,0
,,,,
8/23/1991,"WARD, AR",United States,NONE,0
,,,,
8/22/1991,"MEAD, WA",United States,70S,0
,,,,
8/22/1991,"ASHLAND, ME",United States,5M7,0
8/22/1991,"CLEARFIELD, PA",United States,N97,0
,,,,
8/22/1991,"HARBOR SPRINGS, MI",United States,D87,0
,,,,
,,,,
,,,,
8/21/1991,"MARIANNA, FL",United States,MAI,0
8/21/1991,"CLEARWATER, FL",United States,PIE,0
,,,,
8/21/1991,"ST. CLAIR, MO",United States,K39,0
,,,,
8/20/1991,"EVERETT, WA",United States,PAE,0
8/20/1991,"KETCHIKAN, AK",United States,KTN,4
8/20/1991,"MARTINSVILLE, OH",United States,ILN,0
,,,,
,,,,
,,,,
,,,,
8/19/1991,"POTEAU, OK",United States,RKR,0
,,,,
,,,,
,,,,
,,,,
,,,,
8/18/1991,"NO. LITTLE ROCK, AR",United States,M19,0
8/18/1991,"SPARTA, MI",United States,NONE,0
,,,,
8/17/1991,"KALISPELL, MT",United States,FCA,0
8/17/1991,"NAMPA, ID",United States,S67,0
8/17/1991,"ANACONDA, MT",United States,3U3,0
,,,,
8/17/1991,"MONTAUK, NY",United States,MTP,0
8/17/1991,"FORT MYERS, FL",United States,UNK,0
,,,,
,,,,
,,,,
,,,,
8/16/1991,"OAK HARBOR, WA",United States,S76,0
8/16/1991,"TOWNSEND, MT",United States,8U9,0
,,,,
,,,,
8/16/1991,"SANDUSKY, OH",United States,SKY,0
8/16/1991,"BROOKHAVEN, NY",United States,ISP,1
8/16/1991,"LONG BEACH, CA",United States,LGB,0
,,,,
8/16/1991,"PAGOSA SPRINGS, CO",United States,2V1,0
,,,,
8/16/1991,"MONROE, GA",United States,A06,1
8/16/1991,"CHAMBLEE, GA",United States,PDK,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
8/15/1991,"DAVENPORT, IA",United States,DVN,0
8/15/1991,"DAVENPORT, IA",United States,DVN,0
8/15/1991,"JERSEYVILLE, IL",United States,0K5,2
,,,,
,,,,
,,,,
8/14/1991,"WAXHAW, NC",United States,NC21,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
8/13/1991,"DALHART, TX",United States,DHT,3
8/13/1991,"LAKE IN HILLS, IL",United States,3CK,0
,,,,
,,,,
8/13/1991,"MEXICO, MO",United States,H41,0
,,,,
,,,,
8/12/1991,"BUTLER, PA",United States,BTP,0
,,,,
8/12/1991,"LOS ANGELES, CA",United States,LAX,0
,,,,
8/12/1991,"ST LOUIS, MO",United States,STL,0
,,,,
,,,,
,,,,
8/11/1991,"BELGRADE, MT",United States,BZN,0
,,,,
,,,,
8/11/1991,"MONTEREY, CA",United States,MRY,0
,,,,
,,,,
8/11/1991,"VALPARAISO, IN",United States,VPZ,0
8/11/1991,"MILACA, MN",United States,18Y,0
,,,,
,,,,
,,,,
8/10/1991,"MAGNOLIA, OH",United States,OH04,0
,,,,
8/10/1991,"CLEVELAND, MS",United States,RNV,0
,,,,
,,,,
8/10/1991,"PLATTSMOUTH, NE",United States,PMV,0
,,,,
,,,,
,,,,
,,,,
8/9/1991,"SUNRIVER, OR",United States,S21,0
,,,,
8/9/1991,"GAINESVILLE, FL",United States,GNV,0
,,,,
8/9/1991,"MIDLAND, TX",United States,MDD,1
,,,,
,,,,
8/9/1991,"ANCHORAGE, AK",United States,LHD,0
,,,,
8/8/1991,"GRAND CANYON, AZ",United States,GCN,0
,,,,
8/8/1991,"EMMONAK, AK",United States,ENM,0
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
8/7/1991,"CAMDEN, TN",United States,0M4,0
,,,,
,,,,
,,,,
8/6/1991,"BURGETTSTOWN, PA",United States,P64,0
8/6/1991,"WESTERLY, RI",United States,WST,0
,,,,
8/6/1991,"WALKER, MN",United States,Y49,0
8/6/1991,"MOUNT PLEASANT, MI",United States,MI44,0
8/6/1991,"OTTUMWA, IA",United States,OTM,2
8/6/1991,"CHESTERFIELD, VA",United States,W98,0
,,,,
8/5/1991,"MORAINE, OH",United States,I73,0
,,,,
8/5/1991,"MANNING, SC",United States,MNI,0
8/4/1991,"LIBBY, MT",United States,S59,1
,,,,
,,,,
,,,,
,,,,
8/4/1991,"SLATON, TX",United States,F49,0
8/4/1991,"ELWOOD, IN",United States,311,0
8/4/1991,"WARRENSBURG, MO",United States,9K4,0
,,,,
,,,,
,,,,
8/4/1991,"WILLOW, AK",United States,NONE,0
,,,,
8/3/1991,"BROOKVILLE, OH",United States,I62,0
8/3/1991,"ATLANTIC CITY, NJ",United States,AIY,0
8/3/1991,"ATLANTIC CITY, NJ",United States,AIY,0
,,,,
8/3/1991,"GILFORD, NH",United States,LCT,0
8/3/1991,"MODESTO, CA",United States,MOD,0
,,,,
8/3/1991,"LAKE ELSINORE, CA",United States,L49,0
8/3/1991,"LAREDO, TX",United States,LRD,0
8/3/1991,"BYERS, CO",United States,C017,0
,,,,
,,,,
8/3/1991,"JONESBORO, GA",United States,9A7,0
,,,,
,,,,
,,,,
,,,,
,,,,
8/2/1991,"RENO, NV",United States,RNO,3
,,,,
,,,,
8/2/1991,"TULSA, OK",United States,TUL,0
,,,,
8/2/1991,"WHEELING, IL",United States,PWK,0
8/2/1991,"JOLIET, IL",United States,JOT,0
8/2/1991,"PETERSBURG, VA",United States,PTB,1
8/2/1991,"MACON, NC",United States,4W6,0
,,,,
,,,,
,,,,
,,,,
,,,,
8/1/1991,"ASPEN, CO",United States,ASE,0
,,,,
8/1/1991,"CADILLAC, MI",United States,CAD,0
,,,,
,,,,
,,,,
,,,,
,,,,
7/31/1991,"HILLSBORO, OR",United States,HIO,0
7/31/1991,"SALEM, OH",United States,38D,0
7/31/1991,"MONONGAHELA, PA",United States,GO8,1
,,,,
7/31/1991,"AUBURN, CA",United States,AUN,0
7/31/1991,"SEDONA, AZ",United States,SEZ,0
,,,,
7/31/1991,"MESQUITE, TX",United States,HQZ,0
7/31/1991,"MARIETTA, OK",United States,T40,0
,,,,
,,,,
7/31/1991,"DEWITT, AR",United States,NONE,0
7/31/1991,"BRIDGEWATER, SD",United States,SD42,0
,,,,
7/31/1991,"MAPLE LAKE, MN",United States,Y33,0
,,,,
,,,,
7/31/1991,"SPARTANBURG, SC",United States,SPA,0
,,,,
7/30/1991,"OBERLIN, KS",United States,OIN,0
,,,,
7/29/1991,"HITCHCOCK, TX",United States,37R,0
7/29/1991,"EAGLE, CO",United States,EGE,1
7/29/1991,"HUTCHINSON, KS",United States,HUT,0
,,,,
,,,,
,,,,
7/28/1991,"GENESEE, ID",United States,NONE,0
7/28/1991,"GREENVILLE, ME",United States,52B,0
7/28/1991,"BROOKVILLE, OH",United States,I62,0
,,,,
7/28/1991,"THOMASVILLE, PA",United States,THU,0
,,,,
7/28/1991,"RUBIDOUX, CA",United States,RIR,1
,,,,
,,,,
,,,,
,,,,
,,,,
7/28/1991,"ALBUQUERQUE, NM",United States,4AC,0
,,,,
7/28/1991,"MC MINNVILLE, TN",United States,NONE,0
7/28/1991,"MORRISVILLE, NC",United States,RDU,0
7/28/1991,"KILLEN, AL",United States,NONE,0
,,,,
,,,,
7/27/1991,"WALLSBURG, UT",United States,36U,0
,,,,
,,,,
,,,,
,,,,
,,,,
7/27/1991,"DFW AIRPORT, TX",United States,DFW,0
7/27/1991,"DFW AIRPORT, TX",United States,DFW,0
,,,,
7/27/1991,"HEBER SPRINGS, AR",United States,NONE,0
7/27/1991,"SHEBOYGAN, WI",United States,SBM,0
,,,,
,,,,
7/27/1991,"WARRENTON, VA",United States,W66,0
7/26/1991,"HILLIARD, FL",United States,01J,0
,,,,
7/26/1991,"GREGORY, MI",United States,69G,0
7/26/1991,"MANTEO, NC",United States,MQI,2
7/26/1991,"ANCHORAGE, AK",United States,LHD,0
,,,,
,,,,
7/25/1991,"MCALESTER, OK",United States,MLC,2
7/25/1991,"LAKE GENEVA, WI",United States,C02,0
7/25/1991,"ASHLAND, KY",United States,I28,0
,,,,
7/24/1991,"WENDOVER, UT",United States,ENV,0
7/24/1991,"PHILLIPS, ME",United States,NONE,0
,,,,
,,,,
7/24/1991,"SACRAMENTO, CA",United States,SAC,0
7/24/1991,"RENO, NV",United States,RNO,0
,,,,
,,,,
7/24/1991,"GOODWIN, AR",United States,NONE,0
,,,,
,,,,
7/24/1991,"JONESVILLE, VA",United States,PTG,4
,,,,
7/24/1991,"CUBE COVE, AK",United States,CVW,0
,,,,
7/23/1991,"KEMMERER, WY",United States,EMM,0
,,,,
7/23/1991,"ELYRIA, OH",United States,22G,0
